id,role,level,type,question_text,options_json,correct_answer_index,topic
102,Software Engineer,Intern,descriptive,What tradeoffs exist between speed and quality when handling refactoring?,,,refactoring
103,Software Engineer,Intern,descriptive,"Describe how you would approach test-driven development at a foundational, learning-focused level suited for an intern who is building core understanding.",,,test-driven development
104,Software Engineer,Intern,descriptive,"Explain a mistake to avoid when working with caching strategies, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,caching strategies
105,Software Engineer,Intern,descriptive,How would your approach to code documentation differ across team sizes or project scales?,,,code documentation
106,Software Engineer,Intern,descriptive,"Compare the tradeoffs involved in memory management at a foundational, learning-focused level suited for an intern who is building core understanding.",,,memory management
107,Software Engineer,Intern,descriptive,How would your approach to static code analysis differ across team sizes or project scales?,,,static code analysis
108,Software Engineer,Intern,descriptive,How would you justify a decision about concurrency to a skeptical stakeholder?,,,concurrency
109,Software Engineer,Intern,descriptive,What metrics or signals would you use to evaluate exception handling?,,,exception handling
110,Software Engineer,Intern,descriptive,"Describe how you would approach concurrency at a foundational, learning-focused level suited for an intern who is building core understanding.",,,concurrency
111,Software Engineer,Intern,descriptive,"What best practices would you apply when dealing with logging and monitoring, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,logging and monitoring
112,Software Engineer,Intern,descriptive,"Describe a time technical debt could go wrong and how you'd prevent it, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,technical debt
113,Software Engineer,Intern,descriptive,"What are the key considerations when working with refactoring, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,refactoring
114,Software Engineer,Intern,descriptive,"Walk through a real scenario where code documentation would be critical, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,code documentation
115,Software Engineer,Intern,descriptive,"How would you prioritize caching strategies against competing deadlines, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,caching strategies
116,Software Engineer,Intern,descriptive,"What questions would you ask before starting work involving load balancing, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,load balancing
117,Software Engineer,Intern,descriptive,"Explain a mistake to avoid when working with database indexing, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,database indexing
118,Software Engineer,Intern,descriptive,How would you justify a decision about test-driven development to a skeptical stakeholder?,,,test-driven development
119,Software Engineer,Intern,descriptive,"What are the key considerations when working with static code analysis, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,static code analysis
120,Software Engineer,Intern,descriptive,Describe how you would explain continuous integration to a non-technical stakeholder.,,,continuous integration
121,Software Engineer,Intern,descriptive,"Describe how you would approach static code analysis at a foundational, learning-focused level suited for an intern who is building core understanding.",,,static code analysis
122,Software Engineer,Intern,descriptive,"Explain a mistake to avoid when working with clean code principles, at a foundational, learning-focused level suited for an intern who is building core understanding.",,,clean code principles
123,Software Engineer,Intern,descriptive,"Explain the concept of code review practices and why it matters at a foundational, learning-focused level suited for an intern who is building core understanding.",,,code review practices
124,Software Engineer,Intern,descriptive,"How would you troubleshoot an issue related to software architecture, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,software architecture
125,Software Engineer,Intern,descriptive,"What questions would you ask before starting work involving build tools, at a foundational, learning-focused level suited for an intern who is building core understanding?",,,build tools
